Date,Group,TopicType,Url,Title,RawGithubUrl,ADA Status,Eligible for Exec Doc Conversion?,Reason for Ineligiblity,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Link_Drilldown_Docs,Link_Trends,Freshness,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,TopicKey,CSAs
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/artifact-streaming,Reduce image pull time with Artifact Streaming on Azure Kubernetes Service (AKS) (Preview) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/artifact-streaming.md,,yes,,228,-10.20%,159,H,1,10.10%,15.40%,79.90%,50.40%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=a8f390c6-80c7-f7bd-3652-4304bbe774a1,https://aka.ms/learncontenttrends?p_SelectedPlatformId=a8f390c6-80c7-f7bd-3652-4304bbe774a1,> 365 days,8/1/2024,########,101,44.30%,10.10%,42.50%,3.10%,0.00%,13%,0%,80%,8/1/2024,schaffererin,No,,a8f390c6-80c7-f7bd-3652-4304bbe774a1,64947712-a028-3294-a5f9-9ed297a8d2ac,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/resize-cluster,Resize Azure Kubernetes Service (AKS) clusters - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/resize-cluster.md,,yes,,184,18.70%,152,H,0,6.00%,34.20%,90.80%,37.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=ad2cb83a-2050-c12c-7505-60ab812263ec,https://aka.ms/learncontenttrends?p_SelectedPlatformId=ad2cb83a-2050-c12c-7505-60ab812263ec,0-90 days,########,########,102,55.40%,8.20%,34.80%,1.60%,0.00%,3%,0%,91%,########,schaffererin,No,,ad2cb83a-2050-c12c-7505-60ab812263ec,72e3ccaa-a785-352f-8392-5c4ac493668a,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/resize-node-pool,Resize node pools in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/resize-node-pool.md,,yes,,"1,886",-19.90%,"1,191",H,1,11.90%,14.20%,89.40%,45.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=bd2eaf52-7893-436a-7633-56a18cbc75f3,https://aka.ms/learncontenttrends?p_SelectedPlatformId=bd2eaf52-7893-436a-7633-56a18cbc75f3,> 365 days,12/9/2024,2/8/2023,"1,176",62.40%,16.00%,19.10%,2.50%,0.10%,16%,0%,89%,8/1/2024,schaffererin,No,,bd2eaf52-7893-436a-7633-56a18cbc75f3,71230207-3f6e-3c0e-9aa6-10b4ab182ad6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/extensions/retain-privileged-mode-add-capabilities,Retain privileged mode while adding capabilities - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/extensions/retain-privileged-mode-add-capabilities.md,,no,No bash or Azure CLI commands; content is conceptual and does not include supported command execution.,1,0.00%,1,H,0,,100.00%,,,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=2c9c1b3b-1fb2-b25a-a50c-ebaaca82bfb9,https://aka.ms/learncontenttrends?p_SelectedPlatformId=2c9c1b3b-1fb2-b25a-a50c-ebaaca82bfb9,271-365 days,2/6/2025,4/23/2024,0,0.00%,0.00%,100.00%,0.00%,0.00%,,,,4/24/2024,momajed,No,,2c9c1b3b-1fb2-b25a-a50c-ebaaca82bfb9,8d50bd4c-b63a-3fd9-8f04-d1ab9d33fc4d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/open-ai-secure-access-quickstart,Secure access to Azure OpenAI from Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/open-ai-secure-access-quickstart.md,,yes,,94,-18.30%,63,H,1,8.50%,22.30%,81.00%,29.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=9eb53c60-5f72-b52a-7452-5c4e2d1d1443,https://aka.ms/learncontenttrends?p_SelectedPlatformId=9eb53c60-5f72-b52a-7452-5c4e2d1d1443,> 365 days,8/1/2024,9/18/2023,38,40.40%,8.50%,47.90%,3.20%,0.00%,8%,0%,81%,8/1/2024,schaffererin,No,,9eb53c60-5f72-b52a-7452-5c4e2d1d1443,ca89d663-ccff-37fd-8e5c-84410daf6ed4,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/secure-container-access,Secure container access to resources - Azure Kubernetes Service (AKS),https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/secure-container-access.md,,yes,,280,-47.60%,200,H,0,7.50%,33.20%,89.50%,40.40%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=eec64347-b87f-2257-64d4-b319a7e1f3ef,https://aka.ms/learncontenttrends?p_SelectedPlatformId=eec64347-b87f-2257-64d4-b319a7e1f3ef,91-180 days,12/5/2024,11/8/2024,113,40.40%,12.90%,40.40%,6.40%,0.00%,11%,0%,89%,########,allyford,No,,eec64347-b87f-2257-64d4-b319a7e1f3ef,86787093-7de5-3bda-8d4b-02f1fdd30f10,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/istio-secure-gateway,Secure ingress gateway for Istio service mesh add-on for Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/istio-secure-gateway.md,,yes,,832,-13.80%,422,H,0,13.70%,34.90%,82.00%,30.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=1743ed91-94b3-3f27-84da-fdbaaa397f8e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=1743ed91-94b3-3f27-84da-fdbaaa397f8e,271-365 days,1/29/2025,4/30/2024,220,26.40%,16.20%,53.80%,3.50%,0.00%,10%,0%,82%,8/1/2024,ddama,No,,1743ed91-94b3-3f27-84da-fdbaaa397f8e,3e9c6add-6771-3101-8c39-4193670f0626,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/use-network-policies,Secure pod traffic with network policies - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/use-network-policies.md,,yes,,"2,056",-30.10%,"1,254",H,1,11.00%,19.90%,86.90%,38.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=b419f0fc-da6b-8de1-4731-fb573baf5dbd,https://aka.ms/learncontenttrends?p_SelectedPlatformId=b419f0fc-da6b-8de1-4731-fb573baf5dbd,271-365 days,########,3/28/2024,874,42.50%,22.00%,28.20%,7.10%,0.20%,10%,0%,87%,8/1/2024,schaffererin,No,,b419f0fc-da6b-8de1-4731-fb573baf5dbd,b2fa489f-76d4-3ce9-a8c2-d08e97054f1e,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/keda-workload-identity,Securely scale your applications using the Kubernetes Event-driven Autoscaling (KEDA) add-on and workload identity - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/keda-workload-identity.md,,yes,,503,-23.30%,273,H,0,10.30%,27.60%,86.40%,42.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=7c66e5cd-d5c5-4a61-a3bd-3b24186af7c8,https://aka.ms/learncontenttrends?p_SelectedPlatformId=7c66e5cd-d5c5-4a61-a3bd-3b24186af7c8,181-270 days,8/1/2024,7/8/2024,183,36.40%,11.50%,48.50%,3.20%,0.40%,17%,1%,86%,8/1/2024,qpetraroia,No,,7c66e5cd-d5c5-4a61-a3bd-3b24186af7c8,c7c5c9a8-78b9-3ef5-931b-2102f529acf2,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/app-routing-dns-ssl,Set up a custom domain name and SSL certificate with the application routing add-on for Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/app-routing-dns-ssl.md,,yes,,"2,421",-22.50%,"1,245",H,0,11.20%,26.60%,87.80%,34.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=227103bb-14f5-1547-422d-cf7bb2ee3e50,https://aka.ms/learncontenttrends?p_SelectedPlatformId=227103bb-14f5-1547-422d-cf7bb2ee3e50,> 365 days,8/1/2024,12/4/2023,970,40.10%,13.50%,45.00%,1.40%,0.00%,13%,1%,88%,8/1/2024,magoedte,No,,227103bb-14f5-1547-422d-cf7bb2ee3e50,ea14b017-8448-3346-8195-dcfe2f9b8e5c,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/container-network-observability-how-to,Set up Container Network Observability for Azure Kubernetes Service (AKS) - Azure managed Prometheus and Grafana - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/container-network-observability-how-to.md,,yes,,426,-35.30%,256,H,0,12.70%,26.80%,84.40%,38.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=e732439b-307c-de0b-bf7f-bd8cf3ddd2f4,https://aka.ms/learncontenttrends?p_SelectedPlatformId=e732439b-307c-de0b-bf7f-bd8cf3ddd2f4,271-365 days,2/21/2025,5/10/2024,152,35.70%,19.20%,38.00%,7.00%,0.00%,18%,2%,84%,########,kparekh,No,,e732439b-307c-de0b-bf7f-bd8cf3ddd2f4,28a5d96c-edc5-3f2e-84f2-a3e665dd583f,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/how-to-apply-fqdn-filtering-policies,Set up FQDN filtering feature for Container Network Security in Advanced Container Networking Services (ACNS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/how-to-apply-fqdn-filtering-policies.md,,yes,,127,-37.10%,78,H,0,10.20%,29.90%,79.50%,33.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=3d8845ac-127a-a6f6-4187-3abf5234aa98,https://aka.ms/learncontenttrends?p_SelectedPlatformId=3d8845ac-127a-a6f6-4187-3abf5234aa98,181-270 days,2/21/2025,7/30/2024,24,18.90%,10.20%,56.70%,0.00%,14.20%,6%,0%,80%,11/8/2024,samfoo,No,,3d8845ac-127a-a6f6-4187-3abf5234aa98,0fa4437a-96c8-3696-a59d-b2a9199bfc79,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/csi-secrets-store-nginx-tls,Set up Secrets Store CSI Driver to enable NGINX Ingress Controller with TLS on Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/csi-secrets-store-nginx-tls.md,,yes,,957,-19.10%,519,H,0,9.30%,25.90%,88.10%,43.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=dfc5557a-62aa-91ba-aca7-b7ea6f2e3c4d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=dfc5557a-62aa-91ba-aca7-b7ea6f2e3c4d,> 365 days,8/1/2024,6/5/2023,420,43.90%,14.20%,39.80%,2.10%,0.00%,20%,0%,88%,8/1/2024,nickoman,No,,dfc5557a-62aa-91ba-aca7-b7ea6f2e3c4d,5036f3e0-6f3e-3a6a-b034-83d576ce88b1,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/node-pool-snapshot,Snapshot Azure Kubernetes Service (AKS) node pools - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/node-pool-snapshot.md,,yes,,160,-28.60%,127,H,1,8.80%,22.50%,82.70%,40.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=ec6262f7-7cac-f852-8623-4a936e2b1dfd,https://aka.ms/learncontenttrends?p_SelectedPlatformId=ec6262f7-7cac-f852-8623-4a936e2b1dfd,> 365 days,8/1/2024,1/29/2024,87,54.40%,16.30%,24.40%,5.00%,0.00%,5%,1%,83%,8/1/2024,allensu,No,,ec6262f7-7cac-f852-8623-4a936e2b1dfd,33f9246a-2ecf-3f9e-b44d-269a320c3d10,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/start-stop-nodepools,Start and stop a node pool on Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/start-stop-nodepools.md,,yes,,483,-15.40%,338,H,1,8.70%,12.80%,91.10%,42.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=51e7e545-f6a0-a261-82e8-7d1ecc205dd4,https://aka.ms/learncontenttrends?p_SelectedPlatformId=51e7e545-f6a0-a261-82e8-7d1ecc205dd4,> 365 days,########,4/25/2023,377,78.10%,9.10%,10.10%,2.70%,0.00%,6%,0%,91%,8/1/2024,qpetraroia,No,,51e7e545-f6a0-a261-82e8-7d1ecc205dd4,e0b7c13b-f83a-3284-87e7-6936b5c21240,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/start-stop-cluster,Stop and start an Azure Kubernetes Service (AKS) cluster - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/start-stop-cluster.md,,yes,,"1,432",-33.10%,"1,062",H,1,8.90%,19.00%,90.60%,51.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=3ddb2177-4657-6c6d-d6aa-c2439948027f,https://aka.ms/learncontenttrends?p_SelectedPlatformId=3ddb2177-4657-6c6d-d6aa-c2439948027f,181-270 days,########,7/1/2024,900,62.80%,18.20%,14.20%,4.20%,0.60%,12%,1%,91%,8/1/2024,magoedte,No,,3ddb2177-4657-6c6d-d6aa-c2439948027f,d6b30528-2ebe-37b3-9309-c243f3d382ca,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/use-trusted-launch,Trusted launch with Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/use-trusted-launch.md,,yes,,106,-43.30%,76,H,1,10.40%,23.60%,78.90%,38.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=52ac43ef-f87c-4a1f-1e49-89a468b68374,https://aka.ms/learncontenttrends?p_SelectedPlatformId=52ac43ef-f87c-4a1f-1e49-89a468b68374,91-180 days,########,10/9/2024,43,40.60%,15.10%,41.50%,2.80%,0.00%,12%,0%,78%,8/1/2024,magoedte,No,,52ac43ef-f87c-4a1f-1e49-89a468b68374,69ba0751-326f-3ad6-a0e4-08142ae11f01,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/understand-aks-costs,Understand Azure Kubernetes Service (AKS) usage and costs - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/understand-aks-costs.md,,no,no command-line instructions or bash code blocks present,384,3100.00%,256,H,0,8.90%,54.20%,89.80%,16.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=77652bbd-867b-0f38-e1d3-fed45dff424f,https://aka.ms/learncontenttrends?p_SelectedPlatformId=77652bbd-867b-0f38-e1d3-fed45dff424f,0-90 days,1/30/2025,1/30/2025,51,13.30%,6.50%,78.60%,1.60%,0.00%,1%,0%,90%,1/30/2025,schaffererin,No,,77652bbd-867b-0f38-e1d3-fed45dff424f,5a45c766-f9da-3913-b9aa-3ca56412b092,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/eks-web-understand,Understand platform differences for the web application workload - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/eks-web-understand.md,,no,"no bash/az command blocks, content is informational and comparative only",63,-50.00%,52,H,0,11.10%,38.10%,78.80%,31.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=85fb5d41-ed06-2e17-c056-8def35652b96,https://aka.ms/learncontenttrends?p_SelectedPlatformId=85fb5d41-ed06-2e17-c056-8def35652b96,91-180 days,########,########,17,27.00%,14.30%,54.00%,0.00%,4.80%,0%,0%,79%,########,paolos,No,,85fb5d41-ed06-2e17-c056-8def35652b96,0042a68a-997a-346b-ae32-961908fca375,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/update-credentials,Update or rotate the credentials for an Azure Kubernetes Service (AKS) cluster - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/update-credentials.md,,yes,,"1,280",-41.50%,795,H,1,8.00%,20.30%,92.30%,41.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=54a89aa6-d590-c93b-db04-0ea72880d795,https://aka.ms/learncontenttrends?p_SelectedPlatformId=54a89aa6-d590-c93b-db04-0ea72880d795,> 365 days,########,3/1/2023,478,37.30%,30.90%,25.70%,5.90%,0.20%,23%,2%,92%,8/1/2024,schaffererin,No,,54a89aa6-d590-c93b-db04-0ea72880d795,4e5f5691-4b87-354e-a583-73c547278723,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/upgrade-aks-cluster,Upgrade an Azure Kubernetes Service (AKS) cluster - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/upgrade-aks-cluster.md,,yes,,"4,125",-20.90%,"2,488",H,0,8.40%,28.30%,92.50%,39.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=c1be92b5-4f71-f720-110f-f531f1debc11,https://aka.ms/learncontenttrends?p_SelectedPlatformId=c1be92b5-4f71-f720-110f-f531f1debc11,> 365 days,1/24/2025,1/26/2024,"2,231",54.10%,12.00%,30.80%,3.20%,0.00%,14%,0%,92%,8/1/2024,schaffererin,No,,c1be92b5-4f71-f720-110f-f531f1debc11,0a735998-09a6-3b8c-8373-c1f58ed6d568,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/upgrade-aks-ipam-and-dataplane,Upgrade Azure Kubernetes Service (AKS) CNI IPAM modes and Dataplane technology - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/upgrade-azure-cni.md,,yes,,366,-27.20%,214,H,0,13.40%,28.40%,85.00%,32.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=eaafcf8f-a76f-d6c8-857a-9b14a5a3debe,https://aka.ms/learncontenttrends?p_SelectedPlatformId=eaafcf8f-a76f-d6c8-857a-9b14a5a3debe,91-180 days,2/19/2025,########,58,15.80%,15.80%,67.20%,1.10%,0.00%,11%,1%,85%,########,jonw,No,,eaafcf8f-a76f-d6c8-857a-9b14a5a3debe,42bcecac-7949-39a8-933b-de6e939c72ef,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/node-image-upgrade,Upgrade Azure Kubernetes Service (AKS) node images - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/node-image-upgrade.md,,yes,,"1,930",-21.10%,"1,169",H,0,11.20%,28.30%,86.50%,31.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=e46cce74-a8d5-b1cc-345d-853936dc3fb8,https://aka.ms/learncontenttrends?p_SelectedPlatformId=e46cce74-a8d5-b1cc-345d-853936dc3fb8,91-180 days,9/23/2024,9/20/2024,785,40.70%,18.30%,37.50%,3.30%,0.20%,10%,1%,87%,8/1/2024,schaffererin,No,,e46cce74-a8d5-b1cc-345d-853936dc3fb8,ce5dc0e0-12a6-315f-ad52-faa07532aa7a,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/istio-upgrade,Upgrade Istio-based service mesh add-on for Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/istio-upgrade.md,,yes,,415,-31.50%,236,H,0,9.40%,29.40%,88.10%,41.40%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=bfa125f1-6181-ecd8-3b6f-d169782e5a8e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=bfa125f1-6181-ecd8-3b6f-d169782e5a8e,> 365 days,2/3/2025,5/4/2023,177,42.70%,11.10%,41.90%,4.30%,0.00%,11%,1%,88%,8/1/2024,shasb,No,,bfa125f1-6181-ecd8-3b6f-d169782e5a8e,96b2803d-4a75-39cf-9bfc-5ff4a229519b,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/upgrade-windows-os,Upgrade the OS version for your Azure Kubernetes Service (AKS) Windows workloads - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/upgrade-windows-os.md,,yes,,110,-47.40%,83,H,1,10.90%,24.50%,83.10%,31.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=8b920d1d-ee2b-2346-ceee-35438ed0848a,https://aka.ms/learncontenttrends?p_SelectedPlatformId=8b920d1d-ee2b-2346-ceee-35438ed0848a,> 365 days,2/21/2025,9/12/2023,52,47.30%,10.00%,29.10%,12.70%,0.90%,5%,0%,83%,8/1/2024,schaffererin,No,,8b920d1d-ee2b-2346-ceee-35438ed0848a,27f025e8-5d1d-3c1f-8e76-a07c4d1f4363,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/use-managed-identity,Use a managed identity in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/use-managed-identity.md,,yes,,"6,102",-25.40%,"3,495",H,1,11.10%,16.90%,88.00%,37.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=91ea757d-9f81-3b8d-f319-b195227615ba,https://aka.ms/learncontenttrends?p_SelectedPlatformId=91ea757d-9f81-3b8d-f319-b195227615ba,181-270 days,########,6/7/2024,"3,289",53.90%,15.60%,25.30%,4.60%,0.60%,14%,1%,88%,8/1/2024,nickoman,No,,91ea757d-9f81-3b8d-f319-b195227615ba,3767bfc1-4da8-3eae-b63b-09807fa13bbe,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/workload-identity-overview,Use a Microsoft Entra Workload ID on AKS - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/workload-identity-overview.md,,no,"contains non-bash code samples (C#, C++, Go, Java, Node.js, Python) instead of only bash/Azure CLI commands","6,658",-32.00%,"3,613",H,0,11.10%,31.60%,84.30%,34.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f9d0bce0-b86a-ef0a-ac3a-5e91c0abfccb,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f9d0bce0-b86a-ef0a-ac3a-5e91c0abfccb,271-365 days,########,5/28/2024,"2,660",40.00%,21.50%,31.70%,6.40%,0.40%,10%,0%,84%,8/1/2024,nickoman,No,,f9d0bce0-b86a-ef0a-ac3a-5e91c0abfccb,0dd8e332-9381-3c39-ba61-312189e04f52,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/load-balancer-standard,Use a public load balancer in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/load-balancer-standard.md,,yes,,"4,251",-27.40%,"2,512",H,1,10.00%,21.50%,88.90%,37.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=026c0d8e-89b5-4dd7-726d-2f2a726737fd,https://aka.ms/learncontenttrends?p_SelectedPlatformId=026c0d8e-89b5-4dd7-726d-2f2a726737fd,> 365 days,########,1/23/2024,"2,150",50.60%,17.20%,25.20%,7.00%,0.00%,13%,0%,89%,8/1/2024,allensu,No,,026c0d8e-89b5-4dd7-726d-2f2a726737fd,bb6e5dc9-1c45-3383-af19-2e1a9969fb76,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
